"","X","pitch_uid","pitch_no","date","pa_of_inning","pitch_of_pa","pitcher_name","pitcher_id","pitcher_throws","pitcher_team_id","pitcher_team_name","batter_name","batter_id","batter_side","batter_team_id","batter_team_name","inning","top_bottom","outs","balls","strikes","pitch_type","pitch_type_abbr","pitch_call","k_or_bb","hit_type","play_result","outs_on_play","runs_scored","rel_speed","spin_rate","spin_axis","rel_height","rel_side","extension","induced_vert_break","horz_break","plate_loc_height","plate_loc_side","vert_appr_angle","horz_appr_angle","exit_speed","launch_angle","bat_speed","swing_length","distance","catcher_name","catcher_id","home_team_id","home_team_name","home_team_conf","away_team_id","away_team_name","away_team_conf","game_id","game_type","season","pitch_group","pitch_group_abbr","count_type","is_zone","is_strike","is_swing","zone_label","zone_num_14","pitch_call_prev","pitch_type_prev","pitch_group_prev","pa_id","pa_result","woba_value"
"1083",1083,"2024-745367-170",170,"2024-09-16",1,2,"Darvish, Yu",506433,"Right","SD","SD","Alvarez, Yordan",670541,"Left","HOU","HOU",6,"Top",0,0,1,"Sinker","SI","InPlay",NA,"Popup","Out",1,0,93.1,2111,214,5.54,2.03,6.6,13.68,16.08,3.33,-0.15,-4.15987994475507,-0.903913797256974,86.1,62,84.88515,7.36702,157,543309,543309,"SD","SD","Non-D1","HOU","HOU","Non-D1",745367,"R",2024,"Fastball","FB","Early",TRUE,TRUE,TRUE,"Edge",2,"StrikeCalled","Slider","Breaking Ball","745367_6_1_506433_670541","In Play, Out",0.0356371804730345
"1084",1084,"2024-745367-171",171,"2024-09-16",2,1,"Darvish, Yu",506433,"Right","SD","SD","Diaz, Yainer",673237,"Right","HOU","HOU",6,"Top",1,0,0,"Slider","SL","FoulBall",NA,NA,NA,NA,0,84.7,2617,106,5.69,1.87,6.5,2.04,-6.24,2.42,0.54,-7.08878850743494,-1.97368970110406,66.2,39,75.9834,7.38565,171,543309,543309,"SD","SD","Non-D1","HOU","HOU","Non-D1",745367,"R",2024,"Breaking Ball","BRK","F-Pitch",TRUE,TRUE,TRUE,"Edge",6,NA,NA,NA,"745367_6_2_506433_673237",NA,NA
"1085",1085,"2024-745367-172",172,"2024-09-16",2,2,"Darvish, Yu",506433,"Right","SD","SD","Diaz, Yainer",673237,"Right","HOU","HOU",6,"Top",1,0,1,"Fastball","FB","BallCalled",NA,NA,NA,NA,0,93.9,2433,215,5.62,1.86,6.7,21,9.48,2.1,-0.91,-4.82227690587643,-2.13365945576531,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","HOU","HOU","Non-D1",745367,"R",2024,"Fastball","FB","Early",FALSE,FALSE,FALSE,"Edge",13,"FoulBall","Slider","Breaking Ball","745367_6_2_506433_673237",NA,NA
"1086",1086,"2024-745367-173",173,"2024-09-16",2,3,"Darvish, Yu",506433,"Right","SD","SD","Diaz, Yainer",673237,"Right","HOU","HOU",6,"Top",1,1,1,"Sinker","SI","BallCalled",NA,NA,NA,NA,0,92.6,2132,215,5.5,2.06,6.8,13.2,15,1.07,-0.24,-6.58477437037339,-1.13067009896251,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","HOU","HOU","Non-D1",745367,"R",2024,"Fastball","FB","Early",FALSE,FALSE,FALSE,"Chase",13,"BallCalled","Fastball","Fastball","745367_6_2_506433_673237",NA,NA
"1087",1087,"2024-745367-174",174,"2024-09-16",2,4,"Darvish, Yu",506433,"Right","SD","SD","Diaz, Yainer",673237,"Right","HOU","HOU",6,"Top",1,2,1,"Curveball","CB","BallCalled",NA,NA,NA,NA,0,74.1,2335,30,5.66,1.63,6.9,-15.6,-4.44,0.68,0.02,-11.4343070130472,-2.11565039513756,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","HOU","HOU","Non-D1",745367,"R",2024,"Breaking Ball","BRK","B-Ahead",FALSE,FALSE,FALSE,"Chase",14,"BallCalled","Sinker","Fastball","745367_6_2_506433_673237",NA,NA
"1088",1088,"2024-745367-175",175,"2024-09-16",2,5,"Darvish, Yu",506433,"Right","SD","SD","Diaz, Yainer",673237,"Right","HOU","HOU",6,"Top",1,3,1,"Slider","SL","FoulBall",NA,NA,NA,NA,0,79.6,2495,52,5.62,1.85,6.5,-0.72,-16.68,1.96,-0.82,-8.22323753449808,-4.33493519451653,57.4,-56,71.80854,8.23012,1,543309,543309,"SD","SD","Non-D1","HOU","HOU","Non-D1",745367,"R",2024,"Breaking Ball","BRK","B-Ahead",FALSE,TRUE,TRUE,"Edge",13,"BallCalled","Curveball","Breaking Ball","745367_6_2_506433_673237",NA,NA
"1089",1089,"2024-745367-176",176,"2024-09-16",2,6,"Darvish, Yu",506433,"Right","SD","SD","Diaz, Yainer",673237,"Right","HOU","HOU",6,"Top",1,3,2,"Sinker","SI","FoulBall",NA,NA,NA,NA,0,93.7,2130,215,5.46,2.08,6.7,9.72,19.92,2.21,0.54,-5.54346587872872,0.127924327558661,65.2,-36,72.49423,6.75432,3,543309,543309,"SD","SD","Non-D1","HOU","HOU","Non-D1",745367,"R",2024,"Fastball","FB","Two Strikes",TRUE,TRUE,TRUE,"Edge",6,"FoulBall","Slider","Breaking Ball","745367_6_2_506433_673237",NA,NA
"1090",1090,"2024-745367-177",177,"2024-09-16",2,7,"Darvish, Yu",506433,"Right","SD","SD","Diaz, Yainer",673237,"Right","HOU","HOU",6,"Top",1,3,2,"Slider","SL","StrikeCalled","Strikeout",NA,NA,NA,0,82.9,2549,56,5.53,2.14,6.5,2.4,-15.6,1.93,-1.02,-7.57460842837385,-4.7612599582048,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","HOU","HOU","Non-D1",745367,"R",2024,"Breaking Ball","BRK","Two Strikes",FALSE,TRUE,FALSE,"Chase",13,"FoulBall","Sinker","Fastball","745367_6_2_506433_673237","Strikeout",0.0288651689276732
"1091",1091,"2024-745367-178",178,"2024-09-16",3,1,"Darvish, Yu",506433,"Right","SD","SD","Tucker, Kyle",663656,"Left","HOU","HOU",6,"Top",2,0,0,"Cutter","CT","BallCalled",NA,NA,NA,NA,0,90.1,2483,200,5.51,2.04,6.7,18.48,2.52,3.65,0.53,-3.65578525090083,-1.40057019266876,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","HOU","HOU","Non-D1",745367,"R",2024,"Breaking Ball","BRK","F-Pitch",FALSE,FALSE,FALSE,"Edge",12,NA,NA,NA,"745367_6_3_506433_663656",NA,NA
"1092",1092,"2024-745367-179",179,"2024-09-16",3,2,"Darvish, Yu",506433,"Right","SD","SD","Tucker, Kyle",663656,"Left","HOU","HOU",6,"Top",2,1,0,"Curveball","CB","InPlay",NA,"LineDrive","Single",0,0,73.4,2377,38,5.7,1.77,6.8,-14.76,-12.48,1.86,0.4,-10.2277991328497,-2.56760013994773,97.3,9,74.85509,8.25101,138,543309,543309,"SD","SD","Non-D1","HOU","HOU","Non-D1",745367,"R",2024,"Breaking Ball","BRK","Early",TRUE,TRUE,TRUE,"Heart",9,"BallCalled","Cutter","Breaking Ball","745367_6_3_506433_663656","In Play, Single",0.856746866331502
"1093",1093,"2024-745367-180",180,"2024-09-16",4,1,"Darvish, Yu",506433,"Right","SD","SD","Bregman, Alex",608324,"Right","HOU","HOU",6,"Top",2,0,0,"Sinker","SI","StrikeCalled",NA,NA,NA,NA,0,92.2,2095,215,5.41,2.22,6.8,13.2,15.72,2.23,0.57,-5.30735817042654,-0.36752494191505,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","HOU","HOU","Non-D1",745367,"R",2024,"Fastball","FB","F-Pitch",TRUE,TRUE,FALSE,"Edge",6,NA,NA,NA,"745367_6_4_506433_608324",NA,NA
"1094",1094,"2024-745367-181",181,"2024-09-16",4,2,"Darvish, Yu",506433,"Right","SD","SD","Bregman, Alex",608324,"Right","HOU","HOU",6,"Top",2,0,1,"Slider","SL","InPlay",NA,"GroundBall","Out",1,0,83.6,2581,65,5.47,2.19,6.7,2.52,-10.2,1.74,0.05,-7.63449622317901,-3.18619875775645,47.5,-43,66.47092,8.27327,2,543309,543309,"SD","SD","Non-D1","HOU","HOU","Non-D1",745367,"R",2024,"Breaking Ball","BRK","Early",TRUE,TRUE,TRUE,"Heart",8,"StrikeCalled","Sinker","Fastball","745367_6_4_506433_608324","In Play, Out",0.076724249529639
"1095",1095,"2024-745358-1",1,"2024-09-22",1,1,"Darvish, Yu",506433,"Right","SD","SD","Vargas, Miguel",678246,"Right","CWS","CWS",1,"Top",0,0,0,"Slider","SL","StrikeCalled",NA,NA,NA,NA,0,84.5,2734,112,5.89,1.8,6.4,0.36,-5.16,2.14,-0.51,-7.76005185801178,-2.932582769028,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","F-Pitch",TRUE,TRUE,FALSE,"Edge",7,NA,NA,NA,"745358_1_1_506433_678246",NA,NA
"1096",1096,"2024-745358-2",2,"2024-09-22",1,2,"Darvish, Yu",506433,"Right","SD","SD","Vargas, Miguel",678246,"Right","CWS","CWS",1,"Top",0,0,1,"Sinker","SI","FoulBall",NA,NA,NA,NA,0,92.9,2275,211,5.66,2.16,6.5,12.6,13.8,3.18,1.2,-4.55757210125724,0.202711970125217,73.7,9,44.99738,5.78535,114,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Fastball","FB","Early",FALSE,TRUE,TRUE,"Chase",12,"StrikeCalled","Slider","Breaking Ball","745358_1_1_506433_678246",NA,NA
"1097",1097,"2024-745358-3",3,"2024-09-22",1,3,"Darvish, Yu",506433,"Right","SD","SD","Vargas, Miguel",678246,"Right","CWS","CWS",1,"Top",0,0,2,"Slider","SL","BallCalled",NA,NA,NA,NA,0,82.2,2622,46,5.72,1.94,6.5,-4.56,-13.44,1.45,-1.83,-8.95491261480229,-5.22729134423022,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","Two Strikes",FALSE,FALSE,FALSE,"Waste",13,"FoulBall","Sinker","Fastball","745358_1_1_506433_678246",NA,NA
"1098",1098,"2024-745358-4",4,"2024-09-22",1,4,"Darvish, Yu",506433,"Right","SD","SD","Vargas, Miguel",678246,"Right","CWS","CWS",1,"Top",0,1,2,"Fastball","FB","StrikeSwinging","Strikeout",NA,NA,NA,0,94.1,2340,207,5.74,1.81,6.4,18.72,6.12,1.96,-0.33,-5.27653671005203,-1.76052505399778,NA,NA,58.78472,7.09529,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Fastball","FB","Two Strikes",TRUE,TRUE,TRUE,"Heart",7,"BallCalled","Slider","Breaking Ball","745358_1_1_506433_678246","Strikeout",0.0288651689276732
"1099",1099,"2024-745358-5",5,"2024-09-22",2,1,"Darvish, Yu",506433,"Right","SD","SD","Robert, Luis",673357,"Right","CWS","CWS",1,"Top",1,0,0,"Sinker","SI","BallCalled",NA,NA,NA,NA,0,93.7,2261,211,5.61,2.08,6.5,11.88,16.2,0.95,-0.92,-6.83827438028427,-1.77458019883428,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Fastball","FB","F-Pitch",FALSE,FALSE,FALSE,"Chase",13,NA,NA,NA,"745358_1_2_506433_673357",NA,NA
"1100",1100,"2024-745358-6",6,"2024-09-22",2,2,"Darvish, Yu",506433,"Right","SD","SD","Robert, Luis",673357,"Right","CWS","CWS",1,"Top",1,1,0,"Slider","SL","BallCalled",NA,NA,NA,NA,0,87.4,2949,96,5.77,1.88,6.4,1.32,-6.72,1.74,-1.17,-7.69587643829136,-3.86353042026593,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","Early",FALSE,FALSE,FALSE,"Chase",13,"BallCalled","Sinker","Fastball","745358_1_2_506433_673357",NA,NA
"1101",1101,"2024-745358-7",7,"2024-09-22",2,3,"Darvish, Yu",506433,"Right","SD","SD","Robert, Luis",673357,"Right","CWS","CWS",1,"Top",1,2,0,"Slider","SL","StrikeCalled",NA,NA,NA,NA,0,86.9,2701,132,5.85,1.86,6.4,3.24,-5.16,2.96,0.33,-6.37604499573934,-2.09260768864606,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","B-Ahead",TRUE,TRUE,FALSE,"Heart",3,"BallCalled","Slider","Breaking Ball","745358_1_2_506433_673357",NA,NA
"1102",1102,"2024-745358-8",8,"2024-09-22",2,4,"Darvish, Yu",506433,"Right","SD","SD","Robert, Luis",673357,"Right","CWS","CWS",1,"Top",1,2,1,"Sinker","SI","BallCalled",NA,NA,NA,NA,0,93,2255,209,5.62,2.04,6.4,14.4,16.8,3.74,1.08,-3.75933273995698,0.473434851582406,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Fastball","FB","B-Ahead",FALSE,FALSE,FALSE,"Chase",12,"StrikeCalled","Slider","Breaking Ball","745358_1_2_506433_673357",NA,NA
"1103",1103,"2024-745358-9",9,"2024-09-22",2,5,"Darvish, Yu",506433,"Right","SD","SD","Robert, Luis",673357,"Right","CWS","CWS",1,"Top",1,3,1,"Curveball","CB","StrikeSwinging",NA,NA,NA,NA,0,76.4,2557,40,5.75,1.73,6.6,-11.88,-10.56,1.31,0.08,-10.3232124840958,-2.69842793345352,NA,NA,78.6591,9.04273,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","B-Ahead",FALSE,TRUE,TRUE,"Edge",14,"BallCalled","Sinker","Fastball","745358_1_2_506433_673357",NA,NA
"1104",1104,"2024-745358-10",10,"2024-09-22",2,6,"Darvish, Yu",506433,"Right","SD","SD","Robert, Luis",673357,"Right","CWS","CWS",1,"Top",1,3,2,"Slider","SL","StrikeSwinging","Strikeout",NA,NA,NA,0,86.3,2729,114,5.69,2.03,6.5,0.96,-4.56,1.68,-0.93,-7.81031662288212,-3.57503378483,NA,NA,72.32895,8.80399,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","Two Strikes",FALSE,TRUE,TRUE,"Edge",13,"StrikeSwinging","Curveball","Breaking Ball","745358_1_2_506433_673357","Strikeout",0.0288651689276732
"1105",1105,"2024-745358-11",11,"2024-09-22",3,1,"Darvish, Yu",506433,"Right","SD","SD","Benintendi, Andrew",643217,"Left","CWS","CWS",1,"Top",2,0,0,"Curveball","CB","InPlay",NA,"LineDrive","Out",1,0,76.6,2611,36,5.8,1.56,6.5,-15,-11.76,1.46,-0.31,-10.4720577851279,-3.04492194270814,82.7,12,58.55798,6.95153,152,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","F-Pitch",FALSE,TRUE,TRUE,"Edge",13,NA,NA,NA,"745358_1_3_506433_643217","In Play, Out",0.0403879181793362
"1106",1106,"2024-745358-34",34,"2024-09-22",1,1,"Darvish, Yu",506433,"Right","SD","SD","Vaughn, Andrew",683734,"Right","CWS","CWS",2,"Top",0,0,0,"Slider","SL","StrikeCalled",NA,NA,NA,NA,0,85.7,2591,117,5.73,1.91,6.4,1.92,-5.4,1.61,-0.26,-7.89896171701345,-2.80202082179582,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","F-Pitch",TRUE,TRUE,FALSE,"Edge",7,NA,NA,NA,"745358_2_1_506433_683734",NA,NA
"1107",1107,"2024-745358-35",35,"2024-09-22",1,2,"Darvish, Yu",506433,"Right","SD","SD","Vaughn, Andrew",683734,"Right","CWS","CWS",2,"Top",0,0,1,"Curveball","CB","BallCalled",NA,NA,NA,NA,0,74.4,2618,31,5.78,1.64,6.7,-16.32,-6.72,0.24,-0.77,-12.0582793187959,-3.17950401654975,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","Early",FALSE,FALSE,FALSE,"Waste",13,"StrikeCalled","Slider","Breaking Ball","745358_2_1_506433_683734",NA,NA
"1108",1108,"2024-745358-36",36,"2024-09-22",1,3,"Darvish, Yu",506433,"Right","SD","SD","Vaughn, Andrew",683734,"Right","CWS","CWS",2,"Top",0,1,1,"Sinker","SI","FoulBall",NA,NA,NA,NA,0,92.5,2184,209,5.55,2.09,6.6,9.36,13.92,3.04,-0.08,-4.91018895040226,-1.08800480293695,95.5,11,64.4571,6.38131,209,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Fastball","FB","Early",TRUE,TRUE,TRUE,"Heart",2,"BallCalled","Curveball","Breaking Ball","745358_2_1_506433_683734",NA,NA
"1109",1109,"2024-745358-37",37,"2024-09-22",1,4,"Darvish, Yu",506433,"Right","SD","SD","Vaughn, Andrew",683734,"Right","CWS","CWS",2,"Top",0,1,2,"Slider","SL","BallCalled",NA,NA,NA,NA,0,84.1,2713,68,5.62,2.14,6.5,0,-15.6,1.43,-2.01,-8.29182014604374,-5.82229360333186,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","Two Strikes",FALSE,FALSE,FALSE,"Waste",13,"FoulBall","Sinker","Fastball","745358_2_1_506433_683734",NA,NA
"1110",1110,"2024-745358-38",38,"2024-09-22",1,5,"Darvish, Yu",506433,"Right","SD","SD","Vaughn, Andrew",683734,"Right","CWS","CWS",2,"Top",0,2,2,"Slider","SL","BallCalled",NA,NA,NA,NA,0,82.3,2619,49,5.68,1.93,6.4,-1.8,-18.12,1.22,-1.17,-8.90385921460951,-4.92187911090525,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","Two Strikes",FALSE,FALSE,FALSE,"Chase",13,"BallCalled","Slider","Breaking Ball","745358_2_1_506433_683734",NA,NA
"1111",1111,"2024-745358-39",39,"2024-09-22",1,6,"Darvish, Yu",506433,"Right","SD","SD","Vaughn, Andrew",683734,"Right","CWS","CWS",2,"Top",0,3,2,"Slider","SL","InPlay",NA,"GroundBall","Out",1,0,85.8,2668,103,5.75,1.83,6.5,0.96,-4.32,2.32,-0.94,-7.24755521761194,-3.35075351657963,80.4,-44,66.27588,7.39247,2,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","Two Strikes",FALSE,TRUE,TRUE,"Edge",13,"BallCalled","Slider","Breaking Ball","745358_2_1_506433_683734","In Play, Out",0.076724249529639
"1112",1112,"2024-745358-40",40,"2024-09-22",2,1,"Darvish, Yu",506433,"Right","SD","SD","Sheets, Gavin",657757,"Left","CWS","CWS",2,"Top",1,0,0,"Curveball","CB","BallCalled",NA,NA,NA,NA,0,75.6,2476,42,5.8,1.71,6.4,-11.76,-9.72,3.39,1.05,-8.25280410725991,-1.55968825150584,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","F-Pitch",FALSE,FALSE,FALSE,"Chase",12,NA,NA,NA,"745358_2_2_506433_657757",NA,NA
"1113",1113,"2024-745358-41",41,"2024-09-22",2,2,"Darvish, Yu",506433,"Right","SD","SD","Sheets, Gavin",657757,"Left","CWS","CWS",2,"Top",1,1,0,"Slider","SL","StrikeCalled",NA,NA,NA,NA,0,80.8,2587,60,5.62,2.09,6.3,-1.92,-15,2.83,0.12,-7.29926245214483,-3.42997185241358,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","Early",TRUE,TRUE,FALSE,"Heart",5,"BallCalled","Curveball","Breaking Ball","745358_2_2_506433_657757",NA,NA
"1114",1114,"2024-745358-42",42,"2024-09-22",2,3,"Darvish, Yu",506433,"Right","SD","SD","Sheets, Gavin",657757,"Left","CWS","CWS",2,"Top",1,1,1,"Sinker","SI","InPlay",NA,"GroundBall","Out",1,0,92.9,2096,214,5.54,2.15,6.4,9.6,18,2.74,-0.35,-5.15641391752507,-1.07619588424422,48.5,-66,72.25177,8.01793,1,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Fastball","FB","Early",TRUE,TRUE,TRUE,"Heart",4,"StrikeCalled","Slider","Breaking Ball","745358_2_2_506433_657757","In Play, Out",0.076724249529639
"1115",1115,"2024-745358-43",43,"2024-09-22",3,1,"Darvish, Yu",506433,"Right","SD","SD","Sosa, Lenyn",672820,"Right","CWS","CWS",2,"Top",2,0,0,"Splitter","SP","FoulBall",NA,NA,NA,NA,0,86.6,2703,124,5.76,2.01,6.4,1.2,-0.84,2.39,-0.07,-7.0877142138572,-2.30224526583645,NA,NA,67.74714,7.36899,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Offspeed","OFF","F-Pitch",TRUE,TRUE,TRUE,"Heart",5,NA,NA,NA,"745358_2_3_506433_672820",NA,NA
"1116",1116,"2024-745358-44",44,"2024-09-22",3,2,"Darvish, Yu",506433,"Right","SD","SD","Sosa, Lenyn",672820,"Right","CWS","CWS",2,"Top",2,0,1,"Curveball","CB","StrikeSwinging",NA,NA,NA,NA,0,75.9,2562,36,5.83,1.68,6.6,-17.16,-8.16,1.28,0.19,-10.9482564964421,-2.31583829002603,NA,NA,66.06564,8.04212,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","Early",FALSE,TRUE,TRUE,"Edge",14,"FoulBall","Splitter","Offspeed","745358_2_3_506433_672820",NA,NA
"1117",1117,"2024-745358-45",45,"2024-09-22",3,3,"Darvish, Yu",506433,"Right","SD","SD","Sosa, Lenyn",672820,"Right","CWS","CWS",2,"Top",2,0,2,"Slider","SL","BallCalled",NA,NA,NA,NA,0,85.4,2645,62,5.55,2.04,6.5,1.56,-9.24,1.02,-1.94,-8.38987005118642,-5.07941038981084,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","Two Strikes",FALSE,FALSE,FALSE,"Waste",13,"StrikeSwinging","Curveball","Breaking Ball","745358_2_3_506433_672820",NA,NA
"1118",1118,"2024-745358-46",46,"2024-09-22",3,4,"Darvish, Yu",506433,"Right","SD","SD","Sosa, Lenyn",672820,"Right","CWS","CWS",2,"Top",2,1,2,"Slider","SL","StrikeSwinging","Strikeout",NA,NA,NA,0,82.8,2712,61,5.69,2.13,6.3,1.56,-13.08,3.75,0.56,-5.91137640464006,-2.83011943289448,NA,NA,64.81432,6.01208,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","Two Strikes",FALSE,TRUE,TRUE,"Chase",12,"BallCalled","Slider","Breaking Ball","745358_2_3_506433_672820","Strikeout",0.0288651689276732
"1119",1119,"2024-745358-61",61,"2024-09-22",1,1,"Darvish, Yu",506433,"Right","SD","SD","Fletcher, Dominic",666150,"Left","CWS","CWS",3,"Top",0,0,0,"Sinker","SI","StrikeCalled",NA,NA,NA,NA,0,93,2311,207,5.61,2.03,6.5,12.36,18.6,2.43,0.44,-5.30546683444486,-0.0437168368967155,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Fastball","FB","F-Pitch",TRUE,TRUE,FALSE,"Heart",6,NA,NA,NA,"745358_3_1_506433_666150",NA,NA
"1120",1120,"2024-745358-62",62,"2024-09-22",1,2,"Darvish, Yu",506433,"Right","SD","SD","Fletcher, Dominic",666150,"Left","CWS","CWS",3,"Top",0,0,1,"Curveball","CB","FoulBall",NA,NA,NA,NA,0,69.7,2488,26,5.78,1.54,6.9,-19.68,-12.24,0.9,-0.4,-12.1027716898481,-3.16336253310333,41.9,-20,63.57603,7.91958,2,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","Early",FALSE,TRUE,TRUE,"Chase",13,"StrikeCalled","Sinker","Fastball","745358_3_1_506433_666150",NA,NA
"1121",1121,"2024-745358-63",63,"2024-09-22",1,3,"Darvish, Yu",506433,"Right","SD","SD","Fletcher, Dominic",666150,"Left","CWS","CWS",3,"Top",0,0,2,"Sinker","SI","BallCalled",NA,NA,NA,NA,0,93.9,2215,214,5.56,2.06,6.5,8.04,14.76,1.8,-1.79,-6.20823121979522,-2.81588217004893,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Fastball","FB","Two Strikes",FALSE,FALSE,FALSE,"Waste",13,"FoulBall","Curveball","Breaking Ball","745358_3_1_506433_666150",NA,NA
"1122",1122,"2024-745358-64",64,"2024-09-22",1,4,"Darvish, Yu",506433,"Right","SD","SD","Fletcher, Dominic",666150,"Left","CWS","CWS",3,"Top",0,1,2,"Splitter","SP","BallCalled",NA,NA,NA,NA,0,87.7,1059,222,5.71,1.92,6.4,4.68,8.76,1.28,1.69,-7.79430923792682,0.529497198902354,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Offspeed","OFF","Two Strikes",FALSE,FALSE,FALSE,"Waste",14,"BallCalled","Sinker","Fastball","745358_3_1_506433_666150",NA,NA
"1123",1123,"2024-745358-65",65,"2024-09-22",1,5,"Darvish, Yu",506433,"Right","SD","SD","Fletcher, Dominic",666150,"Left","CWS","CWS",3,"Top",0,2,2,"Curveball","CB","FoulBall",NA,NA,NA,NA,0,76.4,2587,41,5.69,1.67,6.6,-13.32,-7.92,0.64,-0.86,-11.0908274341904,-3.41333606465119,NA,NA,68.95695,8.39784,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","Two Strikes",FALSE,TRUE,TRUE,"Chase",13,"BallCalled","Splitter","Offspeed","745358_3_1_506433_666150",NA,NA
"1124",1124,"2024-745358-66",66,"2024-09-22",1,6,"Darvish, Yu",506433,"Right","SD","SD","Fletcher, Dominic",666150,"Left","CWS","CWS",3,"Top",0,2,2,"Slider","SL","StrikeSwinging","Strikeout",NA,NA,NA,0,85.8,2836,85,5.69,1.78,6.4,-3,-3.96,0.28,-1.24,-9.67695367478689,-3.58668314179579,NA,NA,62.77028,8.06013,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","Two Strikes",FALSE,TRUE,TRUE,"Waste",13,"FoulBall","Curveball","Breaking Ball","745358_3_1_506433_666150","Strikeout",0.0288651689276732
"1125",1125,"2024-745358-67",67,"2024-09-22",2,1,"Darvish, Yu",506433,"Right","SD","SD","Lee, Korey",686676,"Right","CWS","CWS",3,"Top",1,0,0,"Slider","SL","StrikeCalled",NA,NA,NA,NA,0,85.4,2714,81,5.68,2.03,6.5,-2.04,-3.84,2.54,-0.33,-7.24258606508647,-2.86674345735116,NA,NA,NA,NA,NA,543309,543309,"SD","SD","Non-D1","CWS","CWS","Non-D1",745358,"R",2024,"Breaking Ball","BRK","F-Pitch",TRUE,TRUE,FALSE,"Heart",4,NA,NA,NA,"745358_3_2_506433_686676",NA,NA
