"","X","pitch_uid","pitch_no","date","pa_of_inning","pitch_of_pa","pitcher_name","pitcher_id","pitcher_throws","pitcher_team_id","pitcher_team_name","batter_name","batter_id","batter_side","batter_team_id","batter_team_name","inning","top_bottom","outs","balls","strikes","pitch_type","pitch_type_abbr","pitch_call","k_or_bb","hit_type","play_result","outs_on_play","runs_scored","rel_speed","spin_rate","spin_axis","rel_height","rel_side","extension","induced_vert_break","horz_break","plate_loc_height","plate_loc_side","vert_appr_angle","horz_appr_angle","exit_speed","launch_angle","bat_speed","swing_length","distance","catcher_name","catcher_id","home_team_id","home_team_name","home_team_conf","away_team_id","away_team_name","away_team_conf","game_id","game_type","season","pitch_group","pitch_group_abbr","count_type","is_zone","is_strike","is_swing","zone_label","zone_num_14","pitch_call_prev","pitch_type_prev","pitch_group_prev","pa_id","pa_result","woba_value"
"382",382,"2024-746164-169",169,"2024-04-14",2,2,"Darvish, Yu",506433,"Right","SD","SD","Ohtani, Shohei",660271,"Left","LAD","LAD",5,"Bottom",1,0,1,"Cutter","CT","StrikeSwinging",NA,NA,NA,NA,0,88.5,2374,200,5.74,1.72,6.7,7.92,-1.08,1.48,-0.38,-7.25637642277296,-2.34657673994751,NA,NA,NA,NA,NA,669134,669134,"LAD","LAD","Non-D1","SD","SD","Non-D1",746164,"R",2024,"Breaking Ball","BRK","Early",FALSE,TRUE,TRUE,"Edge",13,"StrikeCalled","Slider","Breaking Ball","746164_5_2_506433_660271",NA,NA
"383",383,"2024-746164-170",170,"2024-04-14",2,3,"Darvish, Yu",506433,"Right","SD","SD","Ohtani, Shohei",660271,"Left","LAD","LAD",5,"Bottom",1,0,2,"Fastball","FB","FoulBall",NA,NA,NA,NA,0,91.8,2223,211,5.8,1.76,6.6,15.24,7.32,2.8,-0.09,-4.97816040542626,-1.3397224468478,NA,NA,80.89027,8.45294,NA,669134,669134,"LAD","LAD","Non-D1","SD","SD","Non-D1",746164,"R",2024,"Fastball","FB","Two Strikes",TRUE,TRUE,TRUE,"Heart",5,"StrikeSwinging","Cutter","Breaking Ball","746164_5_2_506433_660271",NA,NA
"384",384,"2024-746164-171",171,"2024-04-14",2,4,"Darvish, Yu",506433,"Right","SD","SD","Ohtani, Shohei",660271,"Left","LAD","LAD",5,"Bottom",1,0,2,"Splitter","SP","FoulBall",NA,NA,NA,NA,0,86.1,1145,226,5.67,1.92,6.9,6.96,9.36,1.84,1.16,-7.11503857134807,0.0170615781532825,65.9,23,NA,NA,168,669134,669134,"LAD","LAD","Non-D1","SD","SD","Non-D1",746164,"R",2024,"Offspeed","OFF","Two Strikes",FALSE,TRUE,TRUE,"Chase",14,"FoulBall","Fastball","Fastball","746164_5_2_506433_660271",NA,NA
"385",385,"2024-746164-172",172,"2024-04-14",2,5,"Darvish, Yu",506433,"Right","SD","SD","Ohtani, Shohei",660271,"Left","LAD","LAD",5,"Bottom",1,0,2,"Cutter","CT","StrikeSwinging","Strikeout",NA,NA,NA,0,89.3,2319,189,5.69,1.64,6.6,9.48,-0.96,1.85,0.23,-6.60221226632312,-1.59374619016791,NA,NA,78.05425,8.90628,NA,669134,669134,"LAD","LAD","Non-D1","SD","SD","Non-D1",746164,"R",2024,"Breaking Ball","BRK","Two Strikes",TRUE,TRUE,TRUE,"Heart",8,"FoulBall","Splitter","Offspeed","746164_5_2_506433_660271","Strikeout",0.0288651689276732
"386",386,"2024-746164-173",173,"2024-04-14",3,1,"Darvish, Yu",506433,"Right","SD","SD","Freeman, Freddie",518692,"Left","LAD","LAD",5,"Bottom",2,0,0,"Cutter","CT","FoulBall",NA,NA,NA,NA,0,89.1,2387,202,5.7,1.7,6.6,13.44,-0.36,2.46,0.31,-5.64354350077862,-1.52040652853594,79.4,-31,73.38537,8.00116,4,669134,669134,"LAD","LAD","Non-D1","SD","SD","Non-D1",746164,"R",2024,"Breaking Ball","BRK","F-Pitch",TRUE,TRUE,TRUE,"Heart",6,NA,NA,NA,"746164_5_3_506433_518692",NA,NA
"387",387,"2024-746164-174",174,"2024-04-14",3,2,"Darvish, Yu",506433,"Right","SD","SD","Freeman, Freddie",518692,"Left","LAD","LAD",5,"Bottom",2,0,1,"Sinker","SI","BallCalled",NA,NA,NA,NA,0,91.2,2053,213,5.63,1.73,6.4,8.04,14.4,2.8,-1.39,-5.48554769517632,-2.06320084668581,NA,NA,NA,NA,NA,669134,669134,"LAD","LAD","Non-D1","SD","SD","Non-D1",746164,"R",2024,"Fastball","FB","Early",FALSE,FALSE,FALSE,"Chase",11,"FoulBall","Cutter","Breaking Ball","746164_5_3_506433_518692",NA,NA
"388",388,"2024-746164-175",175,"2024-04-14",3,3,"Darvish, Yu",506433,"Right","SD","SD","Freeman, Freddie",518692,"Left","LAD","LAD",5,"Bottom",2,1,1,"Cutter","CT","FoulBall",NA,NA,NA,NA,0,88.7,2334,194,5.7,1.71,6.7,8.76,2.52,2.95,0.04,-5.57523209158018,-1.57259229103914,78.5,66,73.24719,6.72047,182,669134,669134,"LAD","LAD","Non-D1","SD","SD","Non-D1",746164,"R",2024,"Breaking Ball","BRK","Early",TRUE,TRUE,TRUE,"Heart",2,"BallCalled","Sinker","Fastball","746164_5_3_506433_518692",NA,NA
"389",389,"2024-746164-176",176,"2024-04-14",3,4,"Darvish, Yu",506433,"Right","SD","SD","Freeman, Freddie",518692,"Left","LAD","LAD",5,"Bottom",2,1,2,"Splitter","SP","InPlay",NA,"FlyBall","Out",1,0,85,1305,219,5.66,1.8,6.8,3.84,1.68,2.94,-0.34,-6.32423717626678,-2.15146936469419,77.7,33,66.57189,6.00849,274,669134,669134,"LAD","LAD","Non-D1","SD","SD","Non-D1",746164,"R",2024,"Offspeed","OFF","Two Strikes",TRUE,TRUE,TRUE,"Heart",1,"FoulBall","Cutter","Breaking Ball","746164_5_3_506433_518692","In Play, Out",0.068808819369117
"390",390,"2024-745426-1",1,"2024-04-30",1,1,"Darvish, Yu",506433,"Right","SD","SD","Benson, Will",666181,"Left","CIN","CIN",1,"Top",0,0,0,"Slider","SL","BallCalled",NA,NA,NA,NA,0,84.9,2664,100,5.72,2.05,6.4,2.04,-5.28,3.76,1.26,-5.69166743204927,-1.30500229863149,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","F-Pitch",FALSE,FALSE,FALSE,"Chase",12,NA,NA,NA,"745426_1_1_506433_666181",NA,NA
"391",391,"2024-745426-2",2,"2024-04-30",1,2,"Darvish, Yu",506433,"Right","SD","SD","Benson, Will",666181,"Left","CIN","CIN",1,"Top",0,1,0,"Slider","SL","StrikeCalled",NA,NA,NA,NA,0,83.3,2489,82,5.71,2,6.6,-2.04,-3.36,2.81,0.49,-7.18896434146908,-1.91017645401193,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","Early",TRUE,TRUE,FALSE,"Edge",6,"BallCalled","Slider","Breaking Ball","745426_1_1_506433_666181",NA,NA
"392",392,"2024-745426-3",3,"2024-04-30",1,3,"Darvish, Yu",506433,"Right","SD","SD","Benson, Will",666181,"Left","CIN","CIN",1,"Top",0,1,1,"Fastball","FB","BallCalled",NA,NA,NA,NA,0,92.9,2183,210,5.69,2.04,6.5,16.08,6.12,3.62,0.78,-3.82188731661491,-0.814377928663574,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Fastball","FB","Early",FALSE,FALSE,FALSE,"Edge",12,"StrikeCalled","Slider","Breaking Ball","745426_1_1_506433_666181",NA,NA
"393",393,"2024-745426-4",4,"2024-04-30",1,4,"Darvish, Yu",506433,"Right","SD","SD","Benson, Will",666181,"Left","CIN","CIN",1,"Top",0,2,1,"Slider","SL","FoulBall",NA,NA,NA,NA,0,84.2,2650,81,5.62,2.12,6.6,-4.08,-5.88,1.98,-0.29,-8.06056423847958,-3.10066778202682,75.7,-5,73.27837,8.79052,19,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","B-Ahead",TRUE,TRUE,TRUE,"Heart",7,"BallCalled","Fastball","Fastball","745426_1_1_506433_666181",NA,NA
"394",394,"2024-745426-5",5,"2024-04-30",1,5,"Darvish, Yu",506433,"Right","SD","SD","Benson, Will",666181,"Left","CIN","CIN",1,"Top",0,2,2,"Fastball","FB","InPlay",NA,"FlyBall","Out",1,0,94.7,2162,214,5.63,2.09,6.6,14.88,10.2,2.85,0.76,-4.50329924158845,-0.521997042265287,93.4,33,73.49399,8.01333,350,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Fastball","FB","Two Strikes",FALSE,TRUE,TRUE,"Edge",12,"FoulBall","Slider","Breaking Ball","745426_1_1_506433_666181","In Play, Out",0.068808819369117
"395",395,"2024-745426-6",6,"2024-04-30",2,1,"Darvish, Yu",506433,"Right","SD","SD","De La Cruz, Elly",682829,"Left","CIN","CIN",1,"Top",1,0,0,"Cutter","CT","StrikeCalled",NA,NA,NA,NA,0,89.9,2286,188,5.48,2.17,6.5,7.56,-4.68,3.01,-0.05,-5.27157497546284,-2.78906626396266,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","F-Pitch",TRUE,TRUE,FALSE,"Heart",2,NA,NA,NA,"745426_1_2_506433_682829",NA,NA
"396",396,"2024-745426-7",7,"2024-04-30",2,2,"Darvish, Yu",506433,"Right","SD","SD","De La Cruz, Elly",682829,"Left","CIN","CIN",1,"Top",1,0,1,"Fastball","FB","BallCalled",NA,NA,NA,NA,0,94.2,2161,210,5.59,2.02,6.5,16.8,3.84,4.77,0.08,-2.32052367735901,-1.74696192535332,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Fastball","FB","Early",FALSE,FALSE,FALSE,"Waste",12,"StrikeCalled","Cutter","Breaking Ball","745426_1_2_506433_682829",NA,NA
"397",397,"2024-745426-8",8,"2024-04-30",2,3,"Darvish, Yu",506433,"Right","SD","SD","De La Cruz, Elly",682829,"Left","CIN","CIN",1,"Top",1,1,1,"Cutter","CT","StrikeSwinging",NA,NA,NA,NA,0,91.1,2363,190,5.46,2.09,6.5,7.44,-1.2,2.42,0.27,-5.76811266557131,-2.05347366162717,NA,NA,79.0992,7.31377,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","Early",TRUE,TRUE,TRUE,"Heart",6,"BallCalled","Fastball","Fastball","745426_1_2_506433_682829",NA,NA
"398",398,"2024-745426-9",9,"2024-04-30",2,4,"Darvish, Yu",506433,"Right","SD","SD","De La Cruz, Elly",682829,"Left","CIN","CIN",1,"Top",1,1,2,"Splitter","SP","StrikeCalled","Strikeout",NA,NA,NA,0,86.5,1193,232,5.46,2.16,6.7,0.36,3.72,1.86,0.92,-7.41206651646382,-1.00475179181508,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Offspeed","OFF","Two Strikes",FALSE,TRUE,FALSE,"Edge",14,"StrikeSwinging","Cutter","Breaking Ball","745426_1_2_506433_682829","Strikeout",0.0288651689276732
"399",399,"2024-745426-10",10,"2024-04-30",3,1,"Darvish, Yu",506433,"Right","SD","SD","Steer, Spencer",668715,"Right","CIN","CIN",1,"Top",2,0,0,"Sinker","SI","InPlay",NA,"LineDrive","Out",1,0,94.3,2121,213,5.42,2.17,6.7,4.68,12.36,2.45,0.28,-5.63282817047794,-0.928290039149026,98.6,17,69.19958,6.92926,340,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Fastball","FB","F-Pitch",TRUE,TRUE,TRUE,"Heart",6,NA,NA,NA,"745426_1_3_506433_668715","In Play, Out",0.0403879181793362
"400",400,"2024-745426-29",29,"2024-04-30",1,1,"Darvish, Yu",506433,"Right","SD","SD","India, Jonathan",663697,"Right","CIN","CIN",2,"Top",0,0,0,"Slider","SL","StrikeCalled",NA,NA,NA,NA,0,84.6,2539,103,5.73,2.08,6.5,1.56,-7.32,2.55,-0.34,-7.04562765900128,-3.23811097736067,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","F-Pitch",TRUE,TRUE,FALSE,"Heart",4,NA,NA,NA,"745426_2_1_506433_663697",NA,NA
"401",401,"2024-745426-30",30,"2024-04-30",1,2,"Darvish, Yu",506433,"Right","SD","SD","India, Jonathan",663697,"Right","CIN","CIN",2,"Top",0,0,1,"Slider","SL","BallCalled",NA,NA,NA,NA,0,86,2659,121,5.63,2.12,6.6,2.28,-8.04,1.5,-0.79,-7.84940170484662,-3.82680150020596,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","Early",FALSE,FALSE,FALSE,"Edge",13,"StrikeCalled","Slider","Breaking Ball","745426_2_1_506433_663697",NA,NA
"402",402,"2024-745426-31",31,"2024-04-30",1,3,"Darvish, Yu",506433,"Right","SD","SD","India, Jonathan",663697,"Right","CIN","CIN",2,"Top",0,1,1,"Sinker","SI","InPlay",NA,"GroundBall","Out",1,0,93.1,2116,217,5.45,2.19,6.6,7.32,11.64,2.53,0.86,-5.46298246505083,-0.391606237199151,75.9,7,65.96814,6.72596,92,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Fastball","FB","Early",FALSE,TRUE,TRUE,"Edge",12,"BallCalled","Slider","Breaking Ball","745426_2_1_506433_663697","In Play, Out",0.076724249529639
"403",403,"2024-745426-32",32,"2024-04-30",2,1,"Darvish, Yu",506433,"Right","SD","SD","Martini, Nick",605361,"Left","CIN","CIN",2,"Top",1,0,0,"Slider","SL","StrikeCalled",NA,NA,NA,NA,0,84.1,2601,87,5.61,2.13,6.5,-2.28,-6.12,2.79,0.19,-7.04985681248154,-2.61561221385772,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","F-Pitch",TRUE,TRUE,FALSE,"Heart",5,NA,NA,NA,"745426_2_2_506433_605361",NA,NA
"404",404,"2024-745426-33",33,"2024-04-30",2,2,"Darvish, Yu",506433,"Right","SD","SD","Martini, Nick",605361,"Left","CIN","CIN",2,"Top",1,0,1,"Fastball","FB","InPlay",NA,"GroundBall","Out",1,0,94.4,2085,213,5.62,2.05,6.6,14.16,6.36,3.39,0.74,-4.01600818084102,-0.846800595432869,93.6,-15,67.63051,6.47938,12,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Fastball","FB","Early",FALSE,TRUE,TRUE,"Edge",12,"StrikeCalled","Slider","Breaking Ball","745426_2_2_506433_605361","In Play, Out",0.076724249529639
"405",405,"2024-745426-34",34,"2024-04-30",3,1,"Darvish, Yu",506433,"Right","SD","SD","Espinal, Santiago",669289,"Right","CIN","CIN",2,"Top",2,0,0,"Sinker","SI","StrikeCalled",NA,NA,NA,NA,0,93.3,2013,217,5.44,2.13,6.7,2.52,15.36,2.06,-0.69,-6.34783000277493,-1.65784439904798,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Fastball","FB","F-Pitch",TRUE,TRUE,FALSE,"Edge",7,NA,NA,NA,"745426_2_3_506433_669289",NA,NA
"406",406,"2024-745426-35",35,"2024-04-30",3,2,"Darvish, Yu",506433,"Right","SD","SD","Espinal, Santiago",669289,"Right","CIN","CIN",2,"Top",2,0,1,"Fastball","FB","BallCalled",NA,NA,NA,NA,0,94.9,2083,211,5.63,1.93,6.6,14.88,7.08,3.71,-0.2,-3.57956331444529,-1.66336164311766,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Fastball","FB","Early",FALSE,FALSE,FALSE,"Edge",11,"StrikeCalled","Sinker","Fastball","745426_2_3_506433_669289",NA,NA
"407",407,"2024-745426-36",36,"2024-04-30",3,3,"Darvish, Yu",506433,"Right","SD","SD","Espinal, Santiago",669289,"Right","CIN","CIN",2,"Top",2,1,1,"Slider","SL","StrikeCalled",NA,NA,NA,NA,0,86.5,2712,111,5.47,2.08,6.6,-2.04,-6.96,1.88,-0.5,-7.61148411064714,-3.37899406961528,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","Early",TRUE,TRUE,FALSE,"Edge",7,"BallCalled","Fastball","Fastball","745426_2_3_506433_669289",NA,NA
"408",408,"2024-745426-37",37,"2024-04-30",3,4,"Darvish, Yu",506433,"Right","SD","SD","Espinal, Santiago",669289,"Right","CIN","CIN",2,"Top",2,1,2,"Slider","SL","FoulBall",NA,NA,NA,NA,0,87.1,2699,77,5.52,1.89,6.7,-6.12,-4.08,1.07,-0.81,-8.81643570308955,-3.25421788037694,50.9,-36,62.83921,8.30096,1,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","Two Strikes",FALSE,TRUE,TRUE,"Chase",13,"StrikeCalled","Slider","Breaking Ball","745426_2_3_506433_669289",NA,NA
"409",409,"2024-745426-38",38,"2024-04-30",3,5,"Darvish, Yu",506433,"Right","SD","SD","Espinal, Santiago",669289,"Right","CIN","CIN",2,"Top",2,1,2,"Fastball","FB","BallCalled",NA,NA,NA,NA,0,95.4,2210,206,5.6,1.92,6.4,14.88,6.24,4.09,1.03,-3.10080913410288,-0.404707440105765,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Fastball","FB","Two Strikes",FALSE,FALSE,FALSE,"Chase",12,"FoulBall","Slider","Breaking Ball","745426_2_3_506433_669289",NA,NA
"410",410,"2024-745426-39",39,"2024-04-30",3,6,"Darvish, Yu",506433,"Right","SD","SD","Espinal, Santiago",669289,"Right","CIN","CIN",2,"Top",2,2,2,"Slider","SL","StrikeSwinging","Strikeout",NA,NA,NA,0,86.3,2781,80,5.55,2.06,6.5,-3.96,-8.16,3.12,-0.83,-6.57807870619028,-3.81642030722168,NA,NA,66.1463,7.0716,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","Two Strikes",FALSE,TRUE,TRUE,"Edge",11,"BallCalled","Fastball","Fastball","745426_2_3_506433_669289","Strikeout",0.0288651689276732
"411",411,"2024-745426-50",50,"2024-04-30",1,1,"Darvish, Yu",506433,"Right","SD","SD","Candelario, Jeimer",600869,"Left","CIN","CIN",3,"Top",0,0,0,"Cutter","CT","StrikeSwinging",NA,NA,NA,NA,0,89,2307,196,5.5,2.23,6.6,11.64,0.12,1.81,-0.93,-6.28351378850444,-3.37991785830408,NA,NA,34.20601,7.74136,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","F-Pitch",FALSE,TRUE,TRUE,"Edge",13,NA,NA,NA,"745426_3_1_506433_600869",NA,NA
"412",412,"2024-745426-51",51,"2024-04-30",1,2,"Darvish, Yu",506433,"Right","SD","SD","Candelario, Jeimer",600869,"Left","CIN","CIN",3,"Top",0,0,1,"Cutter","CT","BallCalled",NA,NA,NA,NA,0,90.6,2368,200,5.53,2.21,6.7,10.2,3,1.79,-1.37,-6.31064227418653,-3.58209881705071,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","Early",FALSE,FALSE,FALSE,"Chase",13,"StrikeSwinging","Cutter","Breaking Ball","745426_3_1_506433_600869",NA,NA
"413",413,"2024-745426-52",52,"2024-04-30",1,3,"Darvish, Yu",506433,"Right","SD","SD","Candelario, Jeimer",600869,"Left","CIN","CIN",3,"Top",0,1,1,"Fastball","FB","FoulBall",NA,NA,NA,NA,0,92.7,2191,212,5.45,2.32,6.6,15.48,4.68,3.11,-0.47,-4.17691296487784,-2.58804948468214,62.9,-39,57.35467,6.8002,4,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Fastball","FB","Early",TRUE,TRUE,TRUE,"Heart",1,"BallCalled","Cutter","Breaking Ball","745426_3_1_506433_600869",NA,NA
"414",414,"2024-745426-53",53,"2024-04-30",1,4,"Darvish, Yu",506433,"Right","SD","SD","Candelario, Jeimer",600869,"Left","CIN","CIN",3,"Top",0,1,2,"Curveball","CB","FoulBall",NA,NA,NA,NA,0,79.6,2637,39,5.57,2.01,6.6,-11.52,-9.24,1.2,0.31,-9.91476709805771,-2.63194058823012,81.6,-23,73.93336,8.22997,3,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","Two Strikes",FALSE,TRUE,TRUE,"Chase",14,"FoulBall","Fastball","Fastball","745426_3_1_506433_600869",NA,NA
"415",415,"2024-745426-54",54,"2024-04-30",1,5,"Darvish, Yu",506433,"Right","SD","SD","Candelario, Jeimer",600869,"Left","CIN","CIN",3,"Top",0,1,2,"Fastball","FB","InPlay",NA,"GroundBall","Single",0,0,95,2309,213,5.6,2.18,6.6,14.76,6.84,3.07,0.91,-4.22231158497528,-0.760578313071175,97,-12,65.19109,7.1404,14,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Fastball","FB","Two Strikes",FALSE,TRUE,TRUE,"Edge",12,"FoulBall","Curveball","Breaking Ball","745426_3_1_506433_600869","In Play, Single",0.856746866331502
"416",416,"2024-745426-55",55,"2024-04-30",2,1,"Darvish, Yu",506433,"Right","SD","SD","Maile, Luke",571912,"Right","CIN","CIN",3,"Top",0,0,0,"Slider","SL","StrikeCalled",NA,NA,NA,NA,0,85.2,2614,126,5.59,2.21,6.5,2.04,-6.72,3.26,0.4,-6.05229209698294,-2.52794032041046,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","F-Pitch",TRUE,TRUE,FALSE,"Heart",3,NA,NA,NA,"745426_3_2_506433_571912",NA,NA
"417",417,"2024-745426-56",56,"2024-04-30",2,2,"Darvish, Yu",506433,"Right","SD","SD","Maile, Luke",571912,"Right","CIN","CIN",3,"Top",0,0,1,"Sinker","SI","BallCalled",NA,NA,NA,NA,0,92.3,1992,212,5.36,2.24,6.7,6,13.2,3.11,0.99,-4.94910740248116,-0.164100961978907,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Fastball","FB","Early",FALSE,FALSE,FALSE,"Chase",12,"StrikeCalled","Slider","Breaking Ball","745426_3_2_506433_571912",NA,NA
"418",418,"2024-745426-57",57,"2024-04-30",2,3,"Darvish, Yu",506433,"Right","SD","SD","Maile, Luke",571912,"Right","CIN","CIN",3,"Top",0,1,1,"Sinker","SI","StrikeSwinging",NA,NA,NA,NA,0,93.4,1986,211,5.39,2.24,6.7,2.64,12.96,3.25,1.02,-5.02317559995405,-0.153430315759752,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Fastball","FB","Early",FALSE,TRUE,TRUE,"Chase",12,"BallCalled","Sinker","Fastball","745426_3_2_506433_571912",NA,NA
"419",419,"2024-745426-58",58,"2024-04-30",2,4,"Darvish, Yu",506433,"Right","SD","SD","Maile, Luke",571912,"Right","CIN","CIN",3,"Top",0,1,2,"Slider","SL","StrikeSwinging","Strikeout",NA,NA,NA,0,86.9,2655,100,5.51,1.89,6.5,-0.84,-5.64,1.35,-0.71,-8.0684222084155,-3.28600805037021,NA,NA,38.24815,6.56538,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","Two Strikes",FALSE,TRUE,TRUE,"Edge",13,"StrikeSwinging","Sinker","Fastball","745426_3_2_506433_571912","Strikeout",0.0288651689276732
"420",420,"2024-745426-59",59,"2024-04-30",3,1,"Darvish, Yu",506433,"Right","SD","SD","Fairchild, Stuart",656413,"Right","CIN","CIN",3,"Top",1,0,0,"Slider","SL","BallCalled",NA,NA,NA,NA,0,87.3,2604,140,5.49,2.05,6.7,-1.68,-6.36,1.2,-0.58,-8.24075707542497,-3.38053487703618,NA,NA,NA,NA,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","F-Pitch",FALSE,FALSE,FALSE,"Chase",13,NA,NA,NA,"745426_3_3_506433_656413",NA,NA
"421",421,"2024-745426-60",60,"2024-04-30",3,2,"Darvish, Yu",506433,"Right","SD","SD","Fairchild, Stuart",656413,"Right","CIN","CIN",3,"Top",1,1,0,"Slider","SL","FoulBall",NA,NA,NA,NA,0,86,2648,122,5.47,2.13,6.6,-3.96,-5.88,2.25,0.07,-7.43748420790514,-2.72343497429171,90.4,-2,71.53711,8.08414,33,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","Early",TRUE,TRUE,TRUE,"Heart",5,"BallCalled","Slider","Breaking Ball","745426_3_3_506433_656413",NA,NA
"422",422,"2024-745426-61",61,"2024-04-30",3,3,"Darvish, Yu",506433,"Right","SD","SD","Fairchild, Stuart",656413,"Right","CIN","CIN",3,"Top",1,1,1,"Sinker","SI","StrikeSwinging",NA,NA,NA,NA,0,92.8,2007,217,5.3,2.24,6.8,5.76,16.44,2.81,0.78,-5.17514900761292,-0.0980222436872953,NA,NA,74.49892,6.97388,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Fastball","FB","Early",FALSE,TRUE,TRUE,"Edge",12,"FoulBall","Slider","Breaking Ball","745426_3_3_506433_656413",NA,NA
"423",423,"2024-745426-62",62,"2024-04-30",3,4,"Darvish, Yu",506433,"Right","SD","SD","Fairchild, Stuart",656413,"Right","CIN","CIN",3,"Top",1,1,2,"Slider","SL","InPlay",NA,"GroundBall","FieldersChoice",1,0,87.3,2684,80,5.52,2.1,6.6,-3.12,-4.56,1.88,0.24,-7.6829049870204,-2.39191867414716,98.4,-8,74.29744,7.43015,14,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","Two Strikes",TRUE,TRUE,TRUE,"Heart",9,"StrikeSwinging","Sinker","Fastball","745426_3_3_506433_656413","In Play, Fielders Choice",0.076724249529639
"424",424,"2024-745426-63",63,"2024-04-30",4,1,"Darvish, Yu",506433,"Right","SD","SD","Benson, Will",666181,"Left","CIN","CIN",3,"Top",2,0,0,"Curveball","CB","FoulBall",NA,NA,NA,NA,0,78.8,2515,39,5.62,1.85,6.5,-12.6,-6.36,2.08,-0.18,-9.2118305878876,-2.73683067359643,NA,NA,70.40714,8.42149,NA,669134,669134,"SD","SD","Non-D1","CIN","CIN","Non-D1",745426,"R",2024,"Breaking Ball","BRK","F-Pitch",TRUE,TRUE,TRUE,"Heart",8,NA,NA,NA,"745426_3_4_506433_666181",NA,NA
